Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
car_c_whell_disc_link,-7.6316E-13,5.5511E-17,0.01395,0,0,0,0.049359,2.6026E-05,3.3992E-19,4.4017E-21,2.6026E-05,1.1988E-17,5.1939E-05,0,0,0,0,0,0,package://castlex_description/meshes/car_c_whell_disc_link.STL,0.5,0.54,0.529,1,0,0,0,0,0,0,package://castlex_description/meshes/car_c_whell_disc_link.STL,,轮子装配（改版）-1/万向轮（新）-1/半边轮-3/主轮盘-1;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/主轮盘-2;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/主轮盘-1;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/主轮盘-2,Origin_car_c_whell_disc_joint3,Axis_car_c_whell_disc_joint,car_c_whell_disc_joint,fixed,0,0.00123301270189233,0,-1.5707963267949,0.0218660615255049,-3.14159265358979,car_c_whell_shaft_link,0,0,0,,,,,,,,,,,,0
car_c_whell_link,-0.026052,0.037502,-2.8755E-11,0,0,0,0.072739,3.5684E-06,1.7839E-07,-2.5183E-14,3.1942E-06,-1.0492E-14,3.1228E-06,0,0,0,0,0,0,package://castlex_description/meshes/car_c_whell_link.STL,0,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/car_c_whell_link.STL,,轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-5;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-7;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-8;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-6;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-7;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-9;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-8;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-1;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-9;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-1;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-2;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-4;轮子装配（改版）-1/万向轮（新）-1/半边轮-3/从轮-3;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-4;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-3;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-2;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-5;轮子装配（改版）-1/万向轮（新）-1/半边轮-1/从轮-6,Origin_car_c_whell_joint4,Axis_car_c_whell_joint,car_c_whell_joint,fixed,0,-0.044497901203624,0.00369999999999981,-1.5707963267949,1.19004334631925,-1.57079632644098,car_c_whell_disc_link,0,0,0,,,,,,,,,,,,0
imu_link,-0.049446,-0.019177,0.0062665,0,0,0,0.18529,0.00015805,-3.4913E-06,2.0531E-06,0.0003484,1.0145E-06,0.00050079,0,0,0,0,0,0,package://castlex_description/meshes/imu_link.STL,0.027451,1,0.21961,1,0,0,0,0,0,0,package://castlex_description/meshes/imu_link.STL,,下位机A-1,Origin_imu_joint,Axis_imu_joint,imu_joint,fixed,-0.0593784805986412,0.0187236169610466,0.07,3.14159265358979,0,3.14159265358979,chassis_link,0,0,0,,,,,,,,,,,,0
side_cover_link,-0.085611,-0.17171,0.080349,0,0,0,0.34391,0.0058573,5.3047E-07,0.00014398,0.0052489,1.6578E-05,0.009758,0,0,0,0,0,0,package://castlex_description/meshes/side_cover_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://castlex_description/meshes/side_cover_link.STL,,方形外壳组配-1,Origin_side_cover_joint,Axis_side_cover_joint,side_cover_joint,fixed,-0.0699999999999999,-0.172,0.005,0.00367645402410964,0,3.14159265358974,chassis_link,0,0,0,,,,,,,,,,,,0
cover_link,-6.9268E-06,0.0039561,-3.9657E-06,0,0,0,0.72017,0.0061555,-2.9776E-08,4.8724E-07,0.012275,-4.1837E-09,0.0061275,0,0,0,0,0,0,package://castlex_description/meshes/cover_link.STL,1,1,1,1,0,0,0,0,0,0,package://castlex_description/meshes/cover_link.STL,,底板（方形）-1,Origin_cover_link_joint,Axis_cover_link_joint,cover_link_joint,fixed,0,0,0,1.5707963267949,0,3.14159265358979,chassis_link,0,0,0,,,,,,,,,,,,0
top_link,0.016184,0.0040409,0.00038438,0,0,0,1.0783,0.0080149,0.00010216,-4.1524E-05,0.014398,6.0692E-07,0.0072524,0,0,0,0,0,0,package://castlex_description/meshes/top_link.STL,0,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/top_link.STL,,上板，方-1;把手-1;把手-3;后板左右盖板 - 副本-1;工控主机开关-1;USB HUB方-1;船型开关-1;插口-1;后板左右盖板-1;外壳后板-1,Origin_top_joint,Axis_top_joint,top_joint,fixed,0,0,0.163,1.5707963267949,0,3.14159265358979,chassis_link,0,0,0,,,,,,,,,,,,0
stop_link,5.2424E-09,0.011181,-9.8443E-08,0,0,0,0.01716,2.821E-06,-1.3501E-11,8.4481E-12,1.3428E-06,9.3751E-12,2.8214E-06,0,0,0,0,0,0,package://castlex_description/meshes/stop_link.STL,1,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/stop_link.STL,,急停开关-1,Origin_stop_joint,Axis_stop_joint,stop_joint,continuous,0.112,0,-0.112,0,0,0,top_link,0,1,0,,,,,,,,,,,,0
arm_link,9.869E-05,0.0025014,5.5511E-17,0,0,0,0.14362,0.00034412,6.1399E-09,-4.3666E-20,0.00068799,-2.0973E-23,0.00034447,0,0,0,0,0,0,package://castlex_description/meshes/arm_link.STL,1,1,1,1,0,0,0,0,0,0,package://castlex_description/meshes/arm_link.STL,,机械手装配-1/机械臂固定板-1,Origin_arm_joint,Axis_arm_joint,arm_joint,fixed,-0.0819999999999999,0.00800000000000001,0,0,0,0,top_link,0,0,0,,,,,,,,,,,,0
column_link,-0.00061249,0.3124,7.8908E-05,0,0,0,0.33717,0.0020413,-3.5809E-07,1.5598E-06,0.00021152,-4.3224E-08,0.0021632,0,0,0,0,0,0,package://castlex_description/meshes/column_link.STL,1,1,1,1,0,0,0,0,0,0,package://castlex_description/meshes/column_link.STL,,"显示器总装（小）-1/显示器支柱-1;显示器总装（小）-1/支柱滑块组装-2/支柱锁紧-1;显示器总装（小）-1/支柱滑块组装-2/支柱锁紧连接块-1;显示器总装（小）-1/显示器支架组配-1/显示器支架连接-1;显示器总装（小）-1/支柱滑块组装-1/支柱锁紧-1;显示器总装（小）-1/麦克风固定座（小）-1;显示器总装（小）-1/支柱滑块组装-1/hex nuts, style 1-grades ab gb-2;显示器总装（小）-1/支柱滑块组装-1/hexagon socket button head screws gb-2;显示器总装（小）-1/支柱滑块组装-1/支柱锁紧连接块-1",Origin_column_joint,Axis_column_joint,column_joint,continuous,0.067,0.00800000000000001,0,3.14159265358979,-0.00834710068324721,3.14159265358979,top_link,0,1,0,,,,,,,,,,,,0
display_link,-0.13889,0.098043,-0.00087847,0,0,0,0.33332,0.0034566,-1.6704E-07,2.0007E-18,0.0024454,3.0146E-18,0.0010125,0,0,0,0,0,0,package://castlex_description/meshes/display_link.STL,0.29804,0.29804,0.29804,1,0,0,0,0,0,0,package://castlex_description/meshes/display_link.STL,,显示器总装（小）-1/显示屏（小）-1;显示器总装（小）-1/显示器支架组配-1/显示器支架-1,Origin_diasply_joint,Axis_diasply_joint,diasply_joint,continuous,0,0.135126352666876,0,0.00721623118507111,0.0153880227330161,-0.0161355531628842,column_link,0.016132942748855,-0.999841999707743,0.007463496411441,,,,,,,,,,,,0
3d_camera_link,0.00061445,-0.12634,0.012091,0,0,0,0.02092,2.6724E-06,-8.0538E-09,1.8982E-09,1.4173E-05,-1.7035E-08,1.402E-05,0,0,0,0,0,0,package://castlex_description/meshes/3d_camera_link.STL,0,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/3d_camera_link.STL,,显示器总装（小）-1/摄像头组装（小）-1/摄像头前盖-1;显示器总装（小）-1/摄像头组装（小）-1/摄像头后盖-1,Origin_3d_camera_joint,Axis_3d_camera_joint,3d_camera_joint,continuous,0,0.398403338922591,0,1.57079632679485,1.5590546713036,-3.14159265358979,column_link,0,0,1,,,,,,,,,,,,0
microphone_link,-1.1043E-09,0.0057654,8.0948E-05,0,0,0,0.036028,9.2613E-06,4.9836E-14,9.1797E-13,1.7511E-05,6.4086E-09,9.154E-06,0,0,0,0,0,0,package://castlex_description/meshes/microphone_link.STL,0,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/microphone_link.STL,,显示器总装（小）-1/麦克风（新）-1,Origin_microphone_joint,Axis_microphone_joint,microphone_joint,continuous,0,0.49022,0,3.14159265358979,1.42594897330677,3.14159265358979,column_link,0,1,0,,,,,,,,,,,,0
ultrasonic_link,-6.9268E-06,0.0039561,-3.9657E-06,0,0,0,0.72017,0.0061555,-2.9776E-08,4.8724E-07,0.012275,-4.1837E-09,0.0061275,0,0,0,0,0,0,package://castlex_description/meshes/ultrasonic_link.STL,1,1,1,1,0,0,0,0,0,0,package://castlex_description/meshes/ultrasonic_link.STL,,底板（方形）-1,Origin_ultrasonic_joint,Axis_ultrasonic_joint,ultrasonic_joint,fixed,0,0,0,1.5707963267949,0,3.14159265358979,chassis_link,0,0,0,,,,,,,,,,,,0
left_ultrasonic_link,-0.00082,-0.01438,-0.018993,0,0,0,0.0094089,1.9041E-06,-9.0204E-11,5.1791E-10,3.333E-07,1.3271E-08,1.968E-06,0,0,0,0,0,0,package://castlex_description/meshes/left_ultrasonic_link.STL,0,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/left_ultrasonic_link.STL,,超声波（竖）-1,Origin_left_ultrasonic_joint,Axis_left_ultrasonic_joint,left_ultrasonic_joint,continuous,-0.144199999999999,0.0617599999999949,-0.069999999999998,0,1.5707963267949,0,ultrasonic_link,0,0,1,,,,,,,,,,,,0
right_ultrasonic_link,0.00086915,-0.014685,-0.018993,0,0,0,0.0094089,1.9041E-06,-9.0204E-11,-5.11E-10,3.333E-07,3.7212E-08,1.968E-06,0,0,0,0,0,0,package://castlex_description/meshes/right_ultrasonic_link.STL,0,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/right_ultrasonic_link.STL,,超声波（竖） 2-1,Origin_right_ultrasonic_joint,Axis_right_ultrasonic_joint,right_ultrasonic_joint,continuous,-0.144699999999997,0.0617599999999916,0.0700000000000024,0,1.5707963267949,0,ultrasonic_link,0,0,1,,,,,,,,,,,,0
Anti_drop_sensor_link,-6.92679457704043E-06,0.00395606136220966,-3.96574693312113E-06,0,0,0,0.720167465924811,0.00615545372950328,-2.97755475510994E-08,4.87237789358066E-07,0.0122752906926513,-4.18370923862105E-09,0.00612747058646997,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_link.STL,1,1,1,1,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_link.STL,,底板（方形）-1,Origin_Anti_drop_sensor_joint,Axis_Anti_drop_sensor_joint,Anti_drop_sensor_joint,fixed,0,0,0,1.5707963267949,0,3.14159265358979,chassis_link,0,0,0,,,,,,,,,,,,0
Anti_drop_sensor_a_link,0.00085536,1.2022E-05,-0.0033404,0,0,0,0.0021788,5.7895E-08,-1.7826E-11,-2.1808E-09,9.0808E-08,7.171E-11,1.3121E-07,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_a_link.STL,0.22353,0.22353,0.22353,1,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_a_link.STL,,镜向防跌落模块-KD8F01N-3,Origin_Anti_drop_sensor_a_joint,Axis_Anti_drop_sensor_a_joint,Anti_drop_sensor_a_joint,fixed,-0.159,0,0,-1.5707963267949,0,0,Anti_drop_sensor_link,0,0,0,,,,,,,,,,,,0
Anti_drop_sensor_b_link,0.00085536,1.2022E-05,-0.0033404,0,0,0,0.0021788,5.7895E-08,-1.7823E-11,-2.1808E-09,9.0808E-08,7.171E-11,1.3121E-07,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_b_link.STL,0.22353,0.22353,0.22353,1,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_b_link.STL,,镜向防跌落模块-KD8F01N-1,Origin_Anti_drop_sensor_b_joint,Axis_Anti_drop_sensor_b_joint,Anti_drop_sensor_b_joint,fixed,0.0795000000000006,0,0.137698039201725,1.5707963267949,1.0471975511966,3.14159265358979,Anti_drop_sensor_link,0,0,0,,,,,,,,,,,,0
Anti_drop_sensor_c_link,0.00085536,1.2023E-05,-0.0033404,0,0,0,0.0021788,5.7895E-08,-1.7829E-11,-2.1808E-09,9.0808E-08,7.1711E-11,1.3121E-07,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_c_link.STL,0.22353,0.22353,0.22353,1,0,0,0,0,0,0,package://castlex_description/meshes/Anti_drop_sensor_c_link.STL,,镜向防跌落模块-KD8F01N-2,Origin_Anti_drop_sensor_c_joint,Axis_Anti_drop_sensor_c_joint,Anti_drop_sensor_c_joint,fixed,0.0794999999999987,0,-0.137698039201726,1.5707963267949,-1.04719755119661,3.14159265358979,Anti_drop_sensor_link,0,0,0,,,,,,,,,,,,0
Anti_collision_sensor_link,1.3704E-16,0.0025,-1.6653E-16,0,0,0,0.40718,0.0081304,-5.5454E-20,-5.2113E-18,0.016189,-1.6544E-21,0.0081304,0,0,0,0,0,0,package://castlex_description/meshes/Anti_collision_sensor_link.STL,0,0,0,1,0,0,0,0,0,0,package://castlex_description/meshes/Anti_collision_sensor_link.STL,,防撞边（正方形）-1,Origin_Anti_collision_sensor_joint,Axis_Anti_collision_sensor_joint,Anti_collision_sensor_joint,fixed,0,0,0,1.5707963267949,0,3.14159265358979,chassis_link,0,0,0,,,,,,,,,,,,0
lidar_link,0,-5.5511E-17,0.0086962,0,0,0,0.16656,7.8909E-05,0,-4.6889E-22,7.8909E-05,0,0.00011272,0,0,0,0,0,0,package://castlex_description/meshes/lidar_link.STL,0.3098,0.3098,0.3098,1,0,0,0,0,0,0,package://castlex_description/meshes/lidar_link.STL,,激光雷达-1,Origin_lidar_joint,Axis_lidar_joint,lidar_joint,fixed,0.13125,0,0.135,0,0,3.14159265358979,chassis_link,0,0,0,,,,,,,,,,,,0
